epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
242,7288.78,0.99721,1.59501,0.8232,0.00597,0.51599,0.68144,0.61327,0.63379,0.43436,0.59934,0.55359,0.50593,0.28287,1.31395,2.76396,1.42744,0.01378,0,0.000672676,0.000672676,0.000672676
243,7318.61,1.00405,1.5697,0.82372,0.00594,0.51313,0.6916,0.62108,0.64302,0.44393,0.62824,0.56884,0.51936,0.28905,1.28128,2.78107,1.46483,0.01332,0,0.00066855,0.00066855,0.00066855
244,7348.31,1.0048,1.5568,0.82057,0.00571,0.50335,0.71154,0.59851,0.63123,0.44577,0.62154,0.5564,0.52138,0.29757,1.25779,2.83212,1.46471,0.01295,0,0.000664425,0.000664425,0.000664425
245,7376.99,1.01414,1.65073,0.82875,0.00578,0.50118,0.688,0.6173,0.62695,0.43822,0.62334,0.55985,0.51407,0.28595,1.28213,2.67152,1.45388,0.01327,0,0.000660299,0.000660299,0.000660299
246,7406.28,0.98865,1.55943,0.80981,0.00591,0.50066,0.66523,0.61735,0.63365,0.43984,0.60683,0.56884,0.52949,0.29651,1.28424,2.64938,1.43146,0.01308,0,0.000656173,0.000656173,0.000656173
247,7434.89,0.98639,1.53554,0.79771,0.0057,0.51447,0.70039,0.60073,0.63676,0.44334,0.65701,0.52325,0.51218,0.29238,1.28384,2.69492,1.44043,0.013,0,0.000652047,0.000652047,0.000652047
248,7462.74,1.02487,1.56522,0.81083,0.00558,0.50603,0.69793,0.59216,0.62943,0.43549,0.61685,0.5408,0.52495,0.2906,1.29725,2.81874,1.44546,0.01348,0,0.000647921,0.000647921,0.000647921
249,7491.71,1.0087,1.63525,0.82645,0.00625,0.50307,0.69478,0.59351,0.63704,0.43668,0.64019,0.53302,0.51514,0.28951,1.28853,2.84969,1.45223,0.01324,0,0.000643795,0.000643795,0.000643795
250,7520.19,0.98328,1.56295,0.80001,0.00565,0.49345,0.7093,0.61128,0.63488,0.43588,0.64898,0.55714,0.52862,0.30266,1.29154,2.8515,1.46893,0.01338,0,0.00063967,0.00063967,0.00063967
251,7548.59,1.02158,1.60121,0.79991,0.00593,0.52173,0.67658,0.61399,0.62435,0.42907,0.6161,0.5339,0.49535,0.28486,1.30543,2.76484,1.4798,0.01363,0,0.000635544,0.000635544,0.000635544
252,7578.07,0.9759,1.576,0.79736,0.00592,0.51693,0.66748,0.63135,0.62727,0.42623,0.61636,0.58344,0.51952,0.28974,1.29945,2.77411,1.50151,0.01355,0,0.000631418,0.000631418,0.000631418
253,7607.21,0.98936,1.58701,0.79915,0.00597,0.50744,0.6748,0.62208,0.63165,0.43016,0.62189,0.5733,0.51943,0.29041,1.29663,2.75862,1.49012,0.0136,0,0.000627292,0.000627292,0.000627292
254,7639.14,0.98308,1.56618,0.79691,0.00581,0.48376,0.68586,0.61808,0.63355,0.43911,0.61909,0.56494,0.51496,0.28911,1.26762,2.81882,1.49012,0.01322,0,0.000623166,0.000623166,0.000623166
255,7669.04,1.00038,1.56863,0.80154,0.0056,0.49985,0.67941,0.59275,0.62684,0.44244,0.60621,0.56509,0.52652,0.30295,1.28156,2.7402,1.51743,0.01309,0,0.00061904,0.00061904,0.00061904
256,7699.94,1.00702,1.55551,0.78674,0.00579,0.49072,0.72415,0.58624,0.63168,0.44442,0.67006,0.55219,0.54363,0.31204,1.28112,2.59621,1.53656,0.01286,0,0.000614915,0.000614915,0.000614915
257,7731.03,0.98269,1.56539,0.78494,0.00568,0.48109,0.73577,0.58257,0.63868,0.4425,0.60878,0.5507,0.49713,0.28297,1.28036,2.82962,1.47665,0.01301,0,0.000610789,0.000610789,0.000610789
258,7760.13,0.97051,1.57554,0.77995,0.0061,0.50232,0.73604,0.59098,0.64237,0.43649,0.66788,0.53593,0.5215,0.2975,1.29906,2.90353,1.49783,0.01358,0,0.000606663,0.000606663,0.000606663
259,7790.44,0.96143,1.57037,0.76393,0.00534,0.49466,0.72955,0.58778,0.63609,0.43856,0.67922,0.5249,0.53074,0.30116,1.28441,2.91065,1.49643,0.01305,0,0.000602537,0.000602537,0.000602537
260,7819.93,0.98624,1.55631,0.80568,0.0055,0.47885,0.68994,0.60909,0.64155,0.43438,0.66039,0.53062,0.52274,0.29202,1.29195,2.81362,1.49094,0.01306,0,0.000598411,0.000598411,0.000598411
261,7850.47,1.00795,1.52812,0.77811,0.00537,0.47222,0.68718,0.62169,0.63088,0.43586,0.60175,0.55935,0.49542,0.27785,1.27218,2.84657,1.51179,0.01315,0,0.000594286,0.000594286,0.000594286
262,7879.6,0.96996,1.58153,0.79344,0.00573,0.53236,0.68609,0.61756,0.62084,0.42874,0.61394,0.55602,0.50374,0.283,1.28945,2.86038,1.47168,0.01313,0,0.00059016,0.00059016,0.00059016
263,7909.38,0.97347,1.54203,0.78676,0.00567,0.50085,0.72058,0.60569,0.64052,0.43085,0.65965,0.55058,0.53245,0.29879,1.30548,2.86617,1.50509,0.01391,0,0.000586034,0.000586034,0.000586034
264,7938.11,0.97914,1.52827,0.78588,0.00555,0.50256,0.71485,0.59746,0.63427,0.43228,0.65065,0.54211,0.51123,0.28434,1.27944,2.82488,1.51121,0.01328,0,0.000581908,0.000581908,0.000581908
265,7968.91,0.97922,1.52188,0.7697,0.00541,0.47066,0.71708,0.59874,0.6351,0.44045,0.65621,0.55165,0.52971,0.28982,1.29178,2.77209,1.50392,0.01338,0,0.000577782,0.000577782,0.000577782
266,7998.35,0.95769,1.5604,0.77679,0.00558,0.47817,0.66708,0.62233,0.64072,0.44807,0.65179,0.53075,0.51322,0.27932,1.26862,2.75884,1.50894,0.01281,0,0.000573656,0.000573656,0.000573656
267,8026.6,0.97123,1.52542,0.75717,0.0055,0.4647,0.70228,0.60328,0.63292,0.44384,0.65332,0.5575,0.53455,0.29302,1.26124,2.81369,1.50961,0.01275,0,0.000569531,0.000569531,0.000569531
268,8055.98,0.96547,1.50511,0.76381,0.00536,0.46402,0.69049,0.64282,0.64909,0.44554,0.64904,0.57222,0.54451,0.30543,1.26865,2.82145,1.47805,0.01307,0,0.000565405,0.000565405,0.000565405
269,8086.26,1.00519,1.55058,0.78985,0.00571,0.49203,0.69787,0.61537,0.63717,0.44311,0.63805,0.56048,0.53487,0.30344,1.29174,2.68376,1.46151,0.01342,0,0.000561279,0.000561279,0.000561279
270,8115.35,1.00085,1.55746,0.80138,0.00537,0.46942,0.68952,0.61958,0.64743,0.45331,0.63224,0.56999,0.54825,0.30735,1.30109,2.76171,1.46061,0.01319,0,0.000557153,0.000557153,0.000557153
271,8145.38,0.9594,1.53732,0.77091,0.0056,0.48392,0.71426,0.6155,0.64322,0.44586,0.61791,0.58932,0.53198,0.303,1.28542,2.76,1.46241,0.0132,0,0.000553027,0.000553027,0.000553027
272,8175.31,0.98887,1.53112,0.77828,0.00581,0.49974,0.69654,0.62419,0.64393,0.44697,0.63124,0.55824,0.52606,0.29951,1.27219,2.83688,1.48627,0.01307,0,0.000548901,0.000548901,0.000548901
273,8206.45,0.95972,1.53557,0.78126,0.00569,0.4858,0.70272,0.60513,0.63272,0.44094,0.64561,0.5465,0.51918,0.29478,1.28024,2.86032,1.52257,0.01333,0,0.000544776,0.000544776,0.000544776
274,8236.81,0.97133,1.54915,0.79591,0.0058,0.48302,0.70364,0.60332,0.63786,0.44848,0.62464,0.55852,0.53209,0.30377,1.28227,2.76905,1.50759,0.01326,0,0.00054065,0.00054065,0.00054065
275,8266.74,0.9736,1.57622,0.78087,0.00549,0.48046,0.70519,0.58347,0.6365,0.44376,0.63538,0.53892,0.53355,0.30404,1.29831,2.76421,1.49025,0.01327,0,0.000536524,0.000536524,0.000536524
276,8296.93,0.97915,1.50848,0.77879,0.00559,0.47531,0.72388,0.6195,0.64884,0.44651,0.6666,0.55507,0.52961,0.29822,1.2817,2.82735,1.46772,0.01315,0,0.000532398,0.000532398,0.000532398
277,8327.08,0.95213,1.5052,0.77599,0.00541,0.46815,0.67266,0.62761,0.64357,0.44189,0.63272,0.57125,0.53582,0.30322,1.2832,2.74816,1.45898,0.01306,0,0.000528272,0.000528272,0.000528272
278,8356.7,0.94691,1.50229,0.76915,0.00542,0.50318,0.71016,0.60921,0.64474,0.44502,0.67113,0.54072,0.54295,0.31202,1.28121,2.79014,1.47191,0.01305,0,0.000524146,0.000524146,0.000524146
279,8386.21,0.94747,1.54148,0.76443,0.00543,0.47621,0.69145,0.6162,0.6438,0.45321,0.61663,0.56908,0.53566,0.30757,1.26741,2.88092,1.51228,0.01292,0,0.000520021,0.000520021,0.000520021
280,8415.84,0.95262,1.50965,0.76844,0.00538,0.47594,0.68665,0.62347,0.64526,0.45007,0.61426,0.57042,0.52715,0.29936,1.261,2.78807,1.47907,0.01267,0,0.000515895,0.000515895,0.000515895
281,8445.66,0.92344,1.51146,0.74862,0.00537,0.47217,0.7251,0.59069,0.64176,0.44079,0.62799,0.55038,0.52978,0.30368,1.28415,2.81034,1.46856,0.0133,0,0.000511769,0.000511769,0.000511769
282,8475.87,1.00993,1.49555,0.78501,0.00539,0.50042,0.73774,0.59253,0.63973,0.44104,0.65022,0.53721,0.51377,0.29352,1.29193,2.85579,1.46045,0.01333,0,0.000507643,0.000507643,0.000507643
283,8505.29,0.94249,1.55704,0.75309,0.00547,0.46677,0.7469,0.57711,0.64216,0.44543,0.6698,0.51633,0.5111,0.28944,1.26888,2.77686,1.49202,0.0129,0,0.000503517,0.000503517,0.000503517
284,8535.39,0.95315,1.49835,0.75481,0.00528,0.48411,0.70303,0.62574,0.64357,0.44873,0.63906,0.55948,0.54126,0.29846,1.25353,2.83969,1.50012,0.0127,0,0.000499392,0.000499392,0.000499392
285,8564.36,0.95513,1.52923,0.77642,0.00547,0.48453,0.71137,0.62053,0.6405,0.44223,0.64062,0.55167,0.52363,0.29194,1.25869,2.95567,1.50179,0.01282,0,0.000495266,0.000495266,0.000495266
286,8594.39,0.96599,1.52342,0.7658,0.00541,0.47921,0.72195,0.63568,0.65446,0.45205,0.64737,0.5725,0.53787,0.30227,1.27102,2.85236,1.47853,0.0128,0,0.00049114,0.00049114,0.00049114
287,8624.94,0.96228,1.5005,0.76911,0.00572,0.46786,0.69467,0.64089,0.65953,0.45209,0.64151,0.55837,0.53547,0.3044,1.27289,2.85502,1.43558,0.01292,0,0.000487014,0.000487014,0.000487014
288,8654.21,0.97126,1.51275,0.76755,0.00548,0.4833,0.70865,0.63251,0.65634,0.45666,0.64751,0.56313,0.54013,0.3082,1.26086,2.85299,1.47257,0.01285,0,0.000482888,0.000482888,0.000482888
289,8683.4,0.93839,1.49581,0.74084,0.00542,0.47755,0.70404,0.62224,0.6426,0.44975,0.65125,0.55621,0.53373,0.30888,1.28008,2.85281,1.50313,0.01324,0,0.000478762,0.000478762,0.000478762
290,8714.09,0.94668,1.47018,0.75029,0.00531,0.44383,0.70955,0.62146,0.64109,0.45015,0.65916,0.561,0.53453,0.30165,1.25891,2.80501,1.50924,0.01273,0,0.000474637,0.000474637,0.000474637
291,8744.37,0.95598,1.4693,0.74246,0.00539,0.45109,0.69064,0.6133,0.63641,0.44723,0.6315,0.55535,0.52214,0.29526,1.27272,2.78454,1.49813,0.01294,0,0.000470511,0.000470511,0.000470511
292,8774.37,0.96749,1.50985,0.77595,0.00517,0.47548,0.73886,0.59253,0.63882,0.45001,0.66766,0.53568,0.51834,0.29363,1.2653,2.78789,1.46441,0.01293,0,0.000466385,0.000466385,0.000466385
293,8804.39,0.95236,1.54502,0.74681,0.0053,0.45695,0.703,0.61022,0.63556,0.44537,0.63866,0.54651,0.52735,0.30276,1.26121,2.76754,1.49962,0.01294,0,0.000462259,0.000462259,0.000462259
294,8833.76,0.93426,1.49263,0.73994,0.00531,0.46212,0.70999,0.60848,0.63086,0.44203,0.66683,0.5531,0.53484,0.30038,1.26261,2.83716,1.55592,0.01302,0,0.000458133,0.000458133,0.000458133
295,8863.71,0.93104,1.49682,0.74094,0.00521,0.45541,0.68033,0.62731,0.6345,0.44467,0.60707,0.57813,0.52889,0.29581,1.24713,2.84694,1.52815,0.01266,0,0.000454007,0.000454007,0.000454007
296,8892.51,0.9305,1.5135,0.76205,0.00565,0.455,0.66115,0.65459,0.63395,0.43989,0.60637,0.58217,0.52517,0.28997,1.26845,2.85321,1.45172,0.01305,0,0.000449882,0.000449882,0.000449882
297,8923.06,0.93912,1.46317,0.74801,0.00548,0.4585,0.66685,0.62457,0.63152,0.44494,0.63536,0.54911,0.51861,0.29283,1.2568,2.82755,1.48167,0.01258,0,0.000445756,0.000445756,0.000445756
298,8952.11,0.91874,1.49428,0.74849,0.00534,0.47649,0.66433,0.63175,0.63051,0.44386,0.65903,0.53723,0.52491,0.30037,1.25589,2.81155,1.48168,0.01267,0,0.00044163,0.00044163,0.00044163
299,8980.91,0.98365,1.54397,0.76509,0.00519,0.48573,0.69128,0.62151,0.63563,0.44334,0.64972,0.55382,0.52646,0.30227,1.25319,2.78581,1.48166,0.01244,0,0.000437504,0.000437504,0.000437504
300,9009.48,0.93604,1.52835,0.74974,0.00525,0.47502,0.69025,0.62807,0.6332,0.43963,0.6514,0.55624,0.5221,0.29408,1.26281,2.78364,1.45513,0.01279,0,0.000433378,0.000433378,0.000433378
301,9038.99,0.91801,1.51095,0.76066,0.00544,0.48641,0.73381,0.58234,0.63568,0.44245,0.68313,0.53987,0.52976,0.30151,1.26315,2.8413,1.48685,0.01309,0,0.000429253,0.000429253,0.000429253
302,9067.2,0.93583,1.50903,0.74311,0.00528,0.52204,0.70204,0.62041,0.64554,0.45048,0.66027,0.55288,0.53057,0.30232,1.27089,2.89237,1.47267,0.01302,0,0.000425127,0.000425127,0.000425127
303,9095.87,0.96657,1.47815,0.74542,0.00514,0.44409,0.72798,0.59869,0.64027,0.44704,0.66543,0.53386,0.51781,0.30217,1.26494,2.84132,1.48204,0.01271,0,0.000421001,0.000421001,0.000421001
304,9125.76,0.95251,1.47539,0.75459,0.00547,0.4629,0.71374,0.60644,0.64231,0.4485,0.67037,0.53105,0.51249,0.29647,1.27454,2.81133,1.47512,0.01305,0,0.000416875,0.000416875,0.000416875
305,9155.23,0.93943,1.51688,0.75091,0.00548,0.45547,0.68987,0.60937,0.64345,0.45282,0.67017,0.52291,0.52313,0.29274,1.26457,2.86236,1.47633,0.01297,0,0.000412749,0.000412749,0.000412749
306,9184.67,0.91768,1.47315,0.72573,0.00527,0.47536,0.68372,0.61863,0.63844,0.44826,0.62559,0.56216,0.5308,0.29641,1.26083,2.81431,1.45988,0.01296,0,0.000408623,0.000408623,0.000408623
307,9213.49,0.95576,1.47723,0.74221,0.00518,0.48659,0.71322,0.61122,0.63591,0.44237,0.65867,0.56233,0.54262,0.30485,1.25765,2.79648,1.50175,0.01276,0,0.000404498,0.000404498,0.000404498
308,9243.84,0.92527,1.5055,0.71861,0.00518,0.44524,0.70421,0.62226,0.63881,0.4443,0.63918,0.55899,0.5317,0.29867,1.26455,2.80575,1.49454,0.01304,0,0.000400372,0.000400372,0.000400372
309,9272.83,0.96198,1.46093,0.72782,0.0052,0.4539,0.70294,0.61587,0.64073,0.4558,0.63243,0.56014,0.52646,0.29621,1.2563,2.86386,1.48979,0.01286,0,0.000396246,0.000396246,0.000396246
310,9303.1,0.93257,1.46394,0.73343,0.00507,0.43469,0.69571,0.63068,0.64135,0.44988,0.62002,0.56231,0.51649,0.29299,1.25924,2.86358,1.49742,0.01279,0,0.00039212,0.00039212,0.00039212
311,9332.65,0.93402,1.44118,0.73148,0.00524,0.45561,0.69488,0.62449,0.63648,0.44736,0.6408,0.55397,0.51711,0.29249,1.24364,2.90547,1.50976,0.0124,0,0.000387994,0.000387994,0.000387994
312,9361.53,0.91705,1.45715,0.71891,0.00497,0.44358,0.67656,0.6308,0.63193,0.44431,0.61689,0.54465,0.50794,0.29499,1.24355,2.88215,1.52723,0.01243,0,0.000383868,0.000383868,0.000383868
313,9391.69,0.9241,1.48018,0.72375,0.00505,0.4552,0.68717,0.63567,0.63875,0.45017,0.62033,0.5613,0.5176,0.29701,1.24814,2.80353,1.4925,0.0126,0,0.000379743,0.000379743,0.000379743
314,9420.81,0.91729,1.44628,0.72663,0.0052,0.43708,0.70597,0.62279,0.64581,0.44749,0.65341,0.55871,0.53621,0.30058,1.26557,2.86648,1.43841,0.01295,0,0.000375617,0.000375617,0.000375617
315,9451.54,0.93244,1.46981,0.73657,0.00538,0.45947,0.71217,0.62096,0.64823,0.44769,0.62226,0.5613,0.51362,0.29656,1.26064,2.84297,1.49163,0.01286,0,0.000371491,0.000371491,0.000371491
316,9482.22,0.94446,1.4685,0.73766,0.00516,0.47499,0.72267,0.61315,0.64891,0.45131,0.65498,0.55682,0.5293,0.2951,1.25648,2.86729,1.48532,0.01279,0,0.000367365,0.000367365,0.000367365
317,9511.4,0.93101,1.51133,0.73997,0.00528,0.45008,0.67404,0.63964,0.63725,0.44863,0.62727,0.56996,0.53604,0.29525,1.26869,2.88984,1.48693,0.0131,0,0.000363239,0.000363239,0.000363239
318,9542.57,0.92448,1.45556,0.72104,0.00527,0.4299,0.69758,0.61946,0.64587,0.44914,0.64485,0.55502,0.54147,0.30338,1.26348,2.81601,1.49822,0.01283,0,0.000359113,0.000359113,0.000359113
319,9573.18,0.95785,1.43728,0.74256,0.00513,0.43989,0.69102,0.62745,0.64744,0.45005,0.65196,0.53233,0.53048,0.29748,1.26457,2.82171,1.49652,0.0129,0,0.000354988,0.000354988,0.000354988
320,9602.63,0.94218,1.43457,0.7195,0.00502,0.44207,0.70186,0.61689,0.64117,0.44858,0.6271,0.57188,0.52347,0.29132,1.25363,2.79388,1.49821,0.01275,0,0.000350862,0.000350862,0.000350862
321,9633.08,0.94328,1.44696,0.7367,0.00499,0.44767,0.70075,0.62117,0.63967,0.44861,0.63636,0.56283,0.52673,0.29988,1.25769,2.86899,1.50388,0.01276,0,0.000346736,0.000346736,0.000346736
322,9663.02,0.93747,1.45316,0.72167,0.00519,0.4519,0.69407,0.62074,0.64201,0.4509,0.63439,0.55697,0.513,0.29491,1.26422,2.83263,1.51683,0.01282,0,0.00034261,0.00034261,0.00034261
323,9692.35,0.926,1.38402,0.70638,0.005,0.43606,0.70456,0.61135,0.64411,0.44711,0.66869,0.52823,0.51713,0.29656,1.25427,2.82715,1.52178,0.01291,0,0.000338484,0.000338484,0.000338484
324,9722.99,0.92808,1.43064,0.7169,0.00522,0.445,0.73874,0.60287,0.63846,0.44592,0.68753,0.54293,0.52981,0.29974,1.25213,2.80165,1.52092,0.01268,0,0.000334359,0.000334359,0.000334359
325,9752.43,0.92847,1.47607,0.73165,0.00547,0.45846,0.68212,0.6172,0.63645,0.44348,0.64774,0.54968,0.53289,0.29693,1.24525,2.79681,1.54022,0.01274,0,0.000330233,0.000330233,0.000330233
326,9782.48,0.94972,1.48955,0.72373,0.00495,0.44196,0.69189,0.62889,0.64171,0.44763,0.64357,0.57662,0.53903,0.30935,1.24699,2.80264,1.51284,0.01275,0,0.000326107,0.000326107,0.000326107
327,9812.97,0.92957,1.41584,0.71962,0.00521,0.42839,0.7233,0.61047,0.6351,0.44465,0.65858,0.55557,0.53257,0.31004,1.24933,2.81925,1.49914,0.01283,0,0.000321981,0.000321981,0.000321981
328,9842.06,0.94585,1.46978,0.71804,0.00508,0.43752,0.68122,0.64092,0.63635,0.44253,0.64985,0.55451,0.52739,0.29196,1.25438,2.84882,1.51687,0.01294,0,0.000317855,0.000317855,0.000317855
329,9872.63,0.93612,1.43098,0.71205,0.00502,0.4432,0.67274,0.6456,0.63963,0.4458,0.61514,0.58304,0.52058,0.29255,1.26158,2.86354,1.47377,0.013,0,0.000313729,0.000313729,0.000313729
330,9902.29,0.91127,1.43797,0.69773,0.00497,0.43958,0.68461,0.62644,0.632,0.44317,0.61193,0.58428,0.52858,0.30396,1.26511,2.88485,1.49979,0.01308,0,0.000309604,0.000309604,0.000309604
331,9932.57,0.92907,1.40478,0.7149,0.005,0.44068,0.70744,0.62296,0.64159,0.45298,0.63683,0.56524,0.53427,0.30855,1.25301,2.90009,1.49719,0.01287,0,0.000305478,0.000305478,0.000305478
332,9961.09,0.92497,1.50795,0.71506,0.00509,0.45085,0.70624,0.61172,0.6427,0.45179,0.64241,0.54771,0.52859,0.3029,1.25767,2.86129,1.49411,0.01275,0,0.000301352,0.000301352,0.000301352
333,9989.42,0.93216,1.4137,0.72275,0.00493,0.44379,0.67673,0.61892,0.63897,0.45149,0.61274,0.56636,0.52868,0.29815,1.26399,2.93848,1.5246,0.01277,0,0.000297226,0.000297226,0.000297226
334,10021,0.92123,1.42819,0.725,0.00508,0.43436,0.70613,0.60949,0.63668,0.44741,0.66814,0.5477,0.53435,0.30071,1.27435,2.8632,1.51371,0.01304,0,0.0002931,0.0002931,0.0002931
335,10051.3,0.94887,1.47256,0.72716,0.00498,0.43155,0.7165,0.59394,0.63541,0.44954,0.67559,0.54436,0.53395,0.30139,1.26385,2.84619,1.50131,0.0128,0,0.000288974,0.000288974,0.000288974
336,10080.5,0.92595,1.42006,0.70435,0.00499,0.42883,0.73731,0.58472,0.63796,0.44754,0.67966,0.54077,0.53064,0.29838,1.26594,2.84896,1.52456,0.0129,0,0.000284849,0.000284849,0.000284849
337,10110.3,0.90632,1.44879,0.70493,0.00492,0.43362,0.69052,0.62644,0.64894,0.45344,0.68544,0.53944,0.53655,0.29552,1.25041,2.87099,1.53864,0.01286,0,0.000280723,0.000280723,0.000280723
338,10139.8,0.89295,1.39565,0.68942,0.00484,0.43305,0.70772,0.62214,0.64871,0.45326,0.64383,0.56177,0.53035,0.30622,1.26472,2.91502,1.50025,0.01307,0,0.000276597,0.000276597,0.000276597
339,10169.2,0.89962,1.41748,0.70444,0.00518,0.43167,0.67006,0.63708,0.64146,0.45055,0.67917,0.53397,0.52631,0.30453,1.25618,2.94454,1.51756,0.0128,0,0.000272471,0.000272471,0.000272471
340,10198.8,0.92715,1.44987,0.71634,0.00497,0.42444,0.67001,0.63198,0.64087,0.45224,0.66893,0.5435,0.52925,0.30142,1.25577,2.95724,1.52298,0.0127,0,0.000268345,0.000268345,0.000268345
341,10230.2,0.93283,1.39637,0.72366,0.00505,0.46928,0.69201,0.62827,0.63938,0.44911,0.64181,0.56817,0.5305,0.29954,1.25633,2.92608,1.52299,0.01279,0,0.00026422,0.00026422,0.00026422
342,10259.2,0.91217,1.43338,0.71171,0.00508,0.47859,0.67401,0.63038,0.64838,0.45168,0.62839,0.55584,0.52023,0.29223,1.25084,2.89769,1.51603,0.0127,0,0.000260094,0.000260094,0.000260094
343,10289.8,0.90884,1.40385,0.70626,0.00511,0.45346,0.67912,0.63556,0.64534,0.45219,0.65301,0.54996,0.52696,0.29932,1.24772,2.90629,1.50728,0.01275,0,0.000255968,0.000255968,0.000255968
344,10318.6,0.90121,1.40895,0.69026,0.00497,0.41288,0.69995,0.62153,0.64337,0.45194,0.63573,0.56704,0.52842,0.29847,1.26532,2.91529,1.52138,0.01298,0,0.000251842,0.000251842,0.000251842
345,10348.6,0.9227,1.421,0.70486,0.00494,0.44577,0.68707,0.62511,0.64272,0.45041,0.65051,0.55981,0.53226,0.29996,1.25102,2.87872,1.51571,0.01279,0,0.000247716,0.000247716,0.000247716
346,10379.4,0.91034,1.44444,0.71855,0.00484,0.46795,0.70083,0.62239,0.63067,0.44345,0.64543,0.56027,0.52489,0.29969,1.2589,2.95148,1.50998,0.01309,0,0.00024359,0.00024359,0.00024359
347,10409.5,0.90648,1.36493,0.70586,0.00484,0.42261,0.7241,0.60418,0.64056,0.44821,0.66202,0.55549,0.53733,0.29703,1.24795,2.982,1.53055,0.01277,0,0.000239465,0.000239465,0.000239465
348,10438.9,0.89629,1.4053,0.68426,0.00482,0.46266,0.70205,0.63919,0.64782,0.4517,0.63936,0.58361,0.54811,0.31455,1.26309,2.93402,1.49571,0.01304,0,0.000235339,0.000235339,0.000235339
349,10467.7,0.89439,1.45016,0.69873,0.00494,0.43804,0.70772,0.63477,0.64307,0.44573,0.6572,0.57616,0.55297,0.315,1.25744,2.92959,1.51562,0.01307,0,0.000231213,0.000231213,0.000231213
350,10498.6,0.91428,1.39013,0.70915,0.00499,0.4326,0.71099,0.60964,0.64148,0.44397,0.64062,0.56972,0.5439,0.30632,1.2636,2.93085,1.50805,0.01315,0,0.000227087,0.000227087,0.000227087
351,10529.3,0.90505,1.43122,0.70474,0.00476,0.42818,0.70028,0.62464,0.64401,0.44373,0.6648,0.54786,0.53858,0.30121,1.26586,2.90578,1.49576,0.01305,0,0.000222961,0.000222961,0.000222961
352,10558.2,0.91027,1.37526,0.697,0.00508,0.42526,0.69733,0.624,0.64428,0.44849,0.64992,0.56386,0.53641,0.3041,1.2619,2.8682,1.4995,0.01296,0,0.000218835,0.000218835,0.000218835
353,10588.4,0.89752,1.4162,0.69116,0.00484,0.43132,0.7022,0.61062,0.63543,0.44917,0.65869,0.53791,0.52907,0.30115,1.25867,2.88885,1.52163,0.01287,0,0.00021471,0.00021471,0.00021471
354,10619.1,0.89541,1.43446,0.70502,0.0051,0.43864,0.69244,0.61961,0.63899,0.45288,0.64792,0.54695,0.53239,0.30344,1.25978,2.89443,1.5144,0.01305,0,0.000210584,0.000210584,0.000210584
355,10648.7,0.90965,1.40082,0.68414,0.00496,0.41573,0.67971,0.63541,0.64577,0.45704,0.61101,0.57112,0.52702,0.29988,1.25557,2.90431,1.50757,0.01284,0,0.000206458,0.000206458,0.000206458
356,10678.7,0.90559,1.41303,0.70864,0.00495,0.415,0.72296,0.61845,0.64568,0.45478,0.66154,0.5581,0.52749,0.29823,1.24915,2.92773,1.50272,0.01253,0,0.000202332,0.000202332,0.000202332
357,10709.9,0.90365,1.40594,0.69157,0.00491,0.41637,0.71405,0.6176,0.64644,0.45598,0.64663,0.56856,0.53783,0.30154,1.25162,2.93876,1.50001,0.01261,0,0.000198206,0.000198206,0.000198206
358,10740,0.91866,1.45827,0.71624,0.00481,0.43103,0.69666,0.61533,0.63925,0.4483,0.61667,0.58239,0.54333,0.30716,1.26163,2.95547,1.53357,0.01298,0,0.00019408,0.00019408,0.00019408
359,10770.1,0.90463,1.36861,0.67365,0.00477,0.39681,0.67095,0.64165,0.63746,0.44172,0.68016,0.53109,0.53614,0.30542,1.25417,2.90049,1.54567,0.0129,0,0.000189955,0.000189955,0.000189955
360,10800.2,0.89664,1.43903,0.69213,0.00487,0.41151,0.7297,0.60105,0.6446,0.44733,0.69421,0.52829,0.53691,0.30755,1.26449,2.90642,1.49966,0.01295,0,0.000185829,0.000185829,0.000185829
361,10829.9,0.93138,1.42148,0.69411,0.00479,0.40415,0.74937,0.59043,0.6443,0.4499,0.6894,0.52992,0.53739,0.31154,1.25303,2.95438,1.50897,0.01278,0,0.000181703,0.000181703,0.000181703
362,10860.1,0.87886,1.38183,0.68553,0.00485,0.43653,0.70116,0.60847,0.63743,0.45064,0.64175,0.54916,0.53409,0.31231,1.2431,2.96443,1.53272,0.01268,0,0.000177577,0.000177577,0.000177577
363,10890.7,0.91588,1.43669,0.69088,0.00478,0.41736,0.70945,0.62719,0.64374,0.45828,0.64332,0.57105,0.54336,0.31961,1.23853,2.96179,1.51052,0.01242,0,0.000173451,0.000173451,0.000173451
364,10920.3,0.87831,1.41184,0.68767,0.00501,0.41962,0.69756,0.62705,0.64065,0.45149,0.65207,0.57167,0.53878,0.31179,1.24577,2.94715,1.52015,0.01255,0,0.000169326,0.000169326,0.000169326
